metroscuadradostotales,precio,titulo,latitud,longitud,preciomt2
156,120000,"Vendo departamento en Lomas de Urdesa, 120.000, con patio y piscina en el condominio",-2.1640000343322754,-79.90699768066406,769.2307692307693
160,53000,Venta  Dep 3 Dorm Piso 3 Salinas Centro,-2.136263608932495,-79.90860748291016,331.25
110,41000,"Cod# 217 Venta de Casa en Beata Mercedes Molina, Via Daule",-2.1050000190734863,-79.93499755859375,372.72727272727275
105,17000,"casa a la venta de oportunidad, entrada de la 8",-2.140000104904175,-79.88899993896484,161.9047619047619
320,210000,URDENOR 2 CASA RENTERA EN VENTA,-2.1540000438690186,-79.9020004272461,656.25
282,90000,Vendo Casa Rentera Av. Quito Oportunidad,-2.0403690338134766,-79.87236022949219,319.1489361702128
383,285000,SAMBORONDON KM 10 CASA EN VENTA,-2.1549999713897705,-79.89099884033203,744.1253263707572
693,570000,Samborondon Vendo Casa de Lujo 5 Habitac,-2.18935489654541,-79.88920593261719,822.5108225108225
55,115000,Vendo Suite en City Suites,-2.180000066757202,-79.90799713134766,2090.909090909091
457,480000,Venta Casa Mocoli,-2.128999948501587,-79.94400024414062,1050.328227571116
600,780000,"Casa de Venta Vía a la Costa, Urb. Laguna Club, diseño moderno.",-2.1989998817443848,-80.04000091552734,1300.0
90,180000,"Elite Building, Vendo Dpto 2 Habitacione",-2.18935489654541,-79.88920593261719,2000.0
427,210000,"En Venta Casa en Urdenor 1, Norte de Guayaquil",-2.1459999084472656,-79.90299987792969,491.8032786885246
520,245000,Vendo Casa Rentera,-2.143,-79.907,471.15384615384613
63,102000,"Venta de Departamentos en Kennedy Norte, cerca del Hotel Hilton Colon, Norte de Guayaquil",-2.177000045776367,-79.89600372314453,1619.047619047619
58,84200,"Venta de Departamentos en Ceibos, Sector Sta. Cecilia, Norte de Guayaquil",-2.1619999408721924,-79.94400024414062,1451.7241379310344
226,190000,Portal Al Sol Vdo Casa 3hbts,-2.160043954849243,-79.89498138427734,840.70796460177
121,110202,"Venta de Casa por Estrenar en la Urb. Casa Laguna, cerca del C.C Riocentro El Dorado, Aurora",-2.0510001182556152,-79.88300323486328,910.7603305785124
246,180000,Kennedy Norte Vendo Amplio Departamento,-2.18935489654541,-79.88920593261719,731.7073170731708
124,47000,Casa en Vergeles de Dos Departamentos,-2.0889999866485596,-79.9010009765625,379.03225806451616
100,58000,"Venta de Casa en Urb. Ecocity, vía a Daule. - wasi_1527176",-2.2028454,-79.897894,580.0
74,48000,"Casa en venta, Pascuales Paquisha, Autopista Terminal Terrestre Pascuales.",-2.072000026702881,-79.93499755859375,648.6486486486486
8,55000,en Venta,-2.18935489654541,-79.88920593261719,6875.0
300,450000,Vendo Lujoso Dept en Samborondon Km.3.5,-2.13100004196167,-79.89399719238281,1500.0
150,65000,Vivienda en Venta,-2.128999948501587,-79.90399932861328,433.3333333333333
200,68000,Se Vende Casa en El Suburbio,-2.1600000858306885,-79.89299774169922,340.0
88,50000,Departamento en Venta Remodelado ubicado en Carchi y Clemente Ballén centro de Guayaquil,-2.190999984741211,-79.89700317382812,568.1818181818181
316,155000,"Cod# 203 Venta de Casa en Guayacanes, Cerca de Samanes, Alborada, Sauces, Norte de Guayaquil.",-2.118000030517578,-79.89299774169922,490.50632911392404
500,350000,Vende Casa Punta Blanca,-2.128999948501587,-79.94400024414062,700.0
1200,870000,Vendo Condominio Al Norte de Guayaquil,-2.193000078201294,-79.88999938964844,725.0
101,62500,Casa Remodelada Sambocity Casa Laguna,-2.1576154232025146,-79.92072296142578,618.8118811881188
110,39000,"Cod# 221 Venta de Casa en Beata Mercedes Molina, Modelo Profesional, Via Daule",-2.2039999961853027,-80.05999755859375,354.54545454545456
72,64000,Casa de venta en Villa España 1 Etapa Barcelona.,-2.0810000896453857,-79.91899871826172,888.8888888888889
230,170000,Frente Universidad Vendo Pensionado,-2.1549999713897705,-79.9020004272461,739.1304347826087
126,125000,"Casa en Venta en San Felipe esquinera, Norte",-2.1726036071777344,-79.89726257324219,992.063492063492
2500,685000,Villa en Venta Olon Frente Al Mar,-2.1549999713897705,-79.9020004272461,274.0
165,110000,Ceibos Norte Vendo Departamento Piscina,-2.1549999713897705,-79.9020004272461,666.6666666666666
157,193000,Ciudad Celeste Cristalina Vendo Casa,-2.1600000858306885,-79.8949966430664,1229.2993630573249
300,83000,"Duran, Vendo Casa Rentera",-2.1600000858306885,-79.8949966430664,276.6666666666667
140,115000,Casa en Milan de Oportunidad Bien Amplia,-2.18935489654541,-79.88920593261719,821.4285714285714
260,263000,Villa Del Bosque Vendo Linda Casa,-2.1600000858306885,-79.8949966430664,1011.5384615384615
160,67999,"Venta casa villa Alborada 3 Tercera etapa, Guayaquil",-2.1429998874664307,-79.9000015258789,424.99375
100,95000,"Ciudadela Guayaquil, Vendo Dpto Estreno",-2.1549999713897705,-79.9020004272461,950.0
600,270000,Venta de Casa en Centenario,-2.1730000972747803,-79.89700317382812,450.0
454,440000,"Venta de Casa en Urb. Laguna Del Sol, cerca del C.C Alhambra, Samborondon",-2.174999952316284,-79.89700317382812,969.1629955947136
165,250000,Urbanor Vendo Propiedad Rentera,-2.155911684036255,-79.92217254638672,1515.1515151515152
120,115000,Kennedy Nueva Vdo Dpto 3hab,-2.1601779460906982,-79.89502716064453,958.3333333333334
90,95000,Bonita Casa Vendo 2 Departamentos,-2.1989998817443848,-79.88800048828125,1055.5555555555557
350,260000,Rentera / Esquinera / Av.isidro Ayora,-2.1559998989105225,-79.94499969482422,742.8571428571429
112,86000,Duran La Martina Vendo Casa 3 Habitacion,-2.18935489654541,-79.88920593261719,767.8571428571429
158,150000,"Venta Departamento San Francisco 300, excelente ubicación en Guayaquil",-2.191999912261963,-79.88099670410156,949.367088607595
220,200000,"Se Vende Casa en Puerto Azul , Via a la Costa",-2.186000108718872,-79.96700286865234,909.0909090909091
256,88000,"Venta Casa Rentera, Cdla Las Acacias Centro Sur de Guayaquil",-2.2239999771118164,-79.90299987792969,343.75
360,230000,Se Vende Casa con Uso de Suelo Comercial 360 m² Terreno y 279 m² Construccion,-2.188999891281128,-79.88899993896484,638.8888888888889
240,285000,PORTÓN de Lomas VENDO villa,-2.1640000343322754,-79.90699768066406,1187.5
210,159000,"Casa de Venta en Urb. Ciudad Celeste, Etapa La Marina, Samborondon",-2.075000047683716,-79.83999633789062,757.1428571428571
147,85000,Casa Sauces 2,-2.1710000038146973,-79.9219970703125,578.2312925170068
120,25000,VENDO CASA ISLA TRINITARIA COOP.FUERZA DE LOS POBRES,-2.246000051498413,-79.91699981689453,208.33333333333334
210,135000,Departamento en Venta en Kennedy Norte cerca de San Marino,-2.1570000648498535,-79.9010009765625,642.8571428571429
96,62707,Tu Casa Lista en villa Bonita,-2.126919746398926,-79.91448211669922,653.1979166666666
121,112561,"Venta de Casa en Urb. Casa Laguna, cerca del Riocentro El Dorado, Vía a Samborondon.",-2.0510001182556152,-79.88300323486328,930.2561983471074
160,120000,"Venta Casa Valle Alto, Via a la Costa, cerca de Urb. Costa Real  y Villa del Bosque, Norte de Guayaquil.",-2.2039999961853027,-80.05999755859375,750.0
260,130000,"Casa en Venta en Samanes 5, Norte de Guayaquil",-2.1110000610351562,-79.89600372314453,500.0
94,55000,Las Acacias Cerca Mall 58000,-2.0511457920074463,-79.88340759277344,585.1063829787234
145,145000,DEPARTAMENTOS EN STA CECILIA CEIBOS,-2.1619999408721924,-79.94400024414062,1000.0
88,92000,DEPARTAMENTO,-2.174999952316284,-79.8949966430664,1045.4545454545455
289,92000,"Propiedad en venta al sector sur de Gye, 25ava y Fco. de Marco.",-2.2019999027252197,-79.90499877929688,318.33910034602076
480,240000,Vendo Casa en Lomas de Urdesa,-2.16409969329834,-79.91909790039062,500.0
96,62707,Vendo Casa nueva a estrenar en Villa Bonita crédito Biess o Banco,-2.062000036239624,-79.9739990234375,653.1979166666666
240,150000,Venta de  Departamento en Malecon Centro de la Ciudad,-2.128999948501587,-79.94400024414062,625.0
84,69000,Tu CASA RENTERA en Mucho Lote 2 Precio de Oportunidad,-2.065000057220459,-79.89299774169922,821.4285714285714
110,99000,DEPARTAMENTO AL NORTE,-2.174999952316284,-79.8949966430664,900.0
165,150000,Casa Amoblada en Urdenor1 Precio de Oportunidad,-2.1489999294281006,-79.90899658203125,909.0909090909091
80,45000,Departamento Remodelado en HUANCAVILCA SUR CONDOMINIO LOS JARDINES,-2.234999895095825,-79.9000015258789,562.5
73,39000,Venta de oficina hermosa y funcional en el centro de Guayaquil,-2.193000078201294,-79.88600158691406,534.2465753424658
120,69000,a La Venta Casa Rentera en Sauces 2,-2.1903421878814697,-79.88345336914062,575.0
240,160000,Lomas de Urdesa,-2.164,-79.907,666.6666666666666
100,65000,Cod# 034 Venta de casa en mucho lote etapa 4 de oportunidad cerca de Samanes Huancavilca Norte Orquídeas Villa España,-2.0820000171661377,-79.9209976196289,650.0
101,56000,"Venta de Casa, Urb. Villa Italia Etapa Florencia, Vía Aurora",-2.059000015258789,-79.927001953125,554.4554455445544
110,42500,"Venta de Casa en Cdla. Beata Mercedes Molina, Norte de Guayaquil, Xiomara Arcentales",-2.056999921798706,-79.95500183105469,386.3636363636364
115,73000,"Amplia Casa en Venta en Las Orquideas, Excelente ubicación",-2.0920000076293945,-79.91300201416016,634.7826086956521
200,58000,COD# 030 VENDO CASA EN EL SUBURBIO SECTOR CENTRO SUR DE LA CIUDAD CERCA DE ACACIAS,-2.0820000171661377,-79.9209976196289,290.0
72,34800,"Venta de propiedad, Urb. Ecocity.",-2.109999895095825,-79.93399810791016,483.3333333333333
72,59000,"Cod# 147 Venta de Casa en Mucho Lote, Cerca de Villa España, Orquídeas, Norte de Guayaquil.",-2.0820000171661377,-79.9209976196289,819.4444444444445
110,45000,"COD 043 VENTA DE HERMOSA PROPIEDAD EN BEATA MERCEDES MOLINA, CERCA DE MUCHO LOTE, CARACOL, VIA A DAULE",-2.056999921798706,-79.95500183105469,409.09090909090907
110,69000,"Cod# 213 Venta de Casa en Urbanización Villa Italia, Cerca de Urb. Vicrieel, La Joya, Villa Club",-2.059000015258789,-79.927001953125,627.2727272727273
260,255000,VENTA CASA CON PISCICINA EN SAMBORONDON,-2.1600000858306885,-79.88600158691406,980.7692307692307
300,83000,Vendo Dos Casas Juntas en Vergeles,-2.0889999866485596,-79.9010009765625,276.6666666666667
366,305000,Venta Casa con Uso de Suelo Comercial en Ciudadela Albatros Norte de Guayaquil,-2.1710000038146973,-79.88300323486328,833.3333333333334
105,40000,Venta Casa Ciudadela Las Orquídeas Norte de Guayaquil,-2.0880000591278076,-79.91400146484375,380.95238095238096
105,55000,"Venta Casa Ciudadela Las Orquideas, Cerca de Mucho Lote, Villa España, 2 Colegios, Comisariato, Tia, Norte Guayaquil.",-2.0899999141693115,-79.91699981689453,523.8095238095239
150,158000,Venta de casa VIA A LA COSTA,-2.2009999752044678,-80.05999755859375,1053.3333333333333
214,189000,Casa en Venta en Urdenor 1 cerca de Av. Francisco de Orellana,-2.1459999084472656,-79.90299987792969,883.1775700934579
300,230000,PUERTO AZUL VIA LA COSTA VENDO CASA MODERNA DE ESTRENO,-2.1549999713897705,-79.89099884033203,766.6666666666666
140,31000,Casa en Oportunidad,-2.0894668102264404,-79.9350814819336,221.42857142857142
240,195000,"Venta Casa Urb. Portal al Sol cerca de Belo Horizonte y Portofino, Plaza Colonia, Vía a la Costa km 12, Norte Guayaquil",-2.180999994277954,-79.98300170898438,812.5
350,190000,Venta de casa con piscina en samanes guayaquil,-2.11299991607666,-79.90899658203125,542.8571428571429
96,107000,Venta Deptos en Kennedy Norte,-2.128999948501587,-79.94400024414062,1114.5833333333333
184,170000,"VENTA DEPARTAMENTO Ceibos Alto Preciosa Vista Panoramica Departamento de Venta, Norte de Guayaquil",-2.1589999198913574,-79.947998046875,923.9130434782609
120,118000,Casa en Venta La Joya La Perla 3 Dormitorios a estrenar,-2.132999897003174,-79.90299987792969,983.3333333333334
83,68100,Departamento,-2.161,-79.913,820.4819277108434
100,135000,Vendo Departamento Amoblado,-2.128999948501587,-79.94400024414062,1350.0
120,71000,Venta Casa 3 Dorm. Bonaterra,-2.063302516937256,-79.90222930908203,591.6666666666666
85,43000,Z Venta de una Villa en Ciudadela Huancavilca Norte,-2.1410000324249268,-79.88600158691406,505.88235294117646
280,140000,Venta Casa Alborada 12 Ava Etapa Rentera,-2.133,-79.9,500.0
152,214000,Venta Casa Rentera en Guayacanes,-2.134999990463257,-79.88500213623047,1407.8947368421052
126,78000,Alborada 9na Etapa,-2.1710000038146973,-79.89800262451172,619.047619047619
96,49500,"Cdla. Mi Lote, venta de propiedad.",-2.0759999752044678,-79.93399810791016,515.625
105,72000,"Cod# 199 Venta de Casa en Orquideas, Cerca de Mucho Lote, Parque Samanes, Huancavilca Norte",-2.255000114440918,-79.90899658203125,685.7142857142857
95,49500,"Norte de Guayaquil, Cdla. Mi Lote, Vivienda en Venta.",-2.075000047683716,-79.91799926757812,521.0526315789474
140,120000,Venta Casa Modelo Tetra,-2.1470000743865967,-79.88800048828125,857.1428571428571
78,48000,"Venta de Casa en Ciudadela Murallas del Norte, Via Daule",-2.180000066757202,-79.90799713134766,615.3846153846154
145,130000,"Venta de Departamento en Condominio Rios 2, Entre Rios",-2.188999891281128,-79.88899993896484,896.551724137931
609,490000,"Venta de Casa en Palmar del Rio, Samborondon",-2.180000066757202,-79.90799713134766,804.5977011494252
162,130000,Casa en La Joya Acabados Insuperables,-2.0299837589263916,-79.9157943725586,802.4691358024692
120,132000,"Venta de Departamento en Santa Cecilia, Ceibos, cerca del Riocentro Ceibos, Norte de Guayaquil",-2.1630001068115234,-79.94200134277344,1100.0
100,80000,"Vendo, casa en el Centro de Guayaquil Zona Rosa cerca al Malecón 2000",-2.1640000343322754,-79.9469985961914,800.0
101,135000,"Venta de Departamento en Urbanización Capella 2, Samborondón",-2.180000066757202,-79.90799713134766,1336.6336633663366
180,128000,Venta de departamento oficina en Kennedy norte guayaquil,-2.1570000648498535,-79.9010009765625,711.1111111111111
121,118000,Departamento Urbanizacion el Condado,-2.0480000972747803,-79.90499877929688,975.2066115702479
435,790000,"Venta de Penthouse, Departamento en Mocoli Golf Club, Maria Fernanda Campos",-2.1029999256134033,-79.86499786376953,1816.0919540229886
72,34000,"En Venta Casa, Mucho Lote 1 Etapa 7, Norte de Guayaquil",-2.1549999713897705,-79.88999938964844,472.22222222222223
105,50000,"Propiedad en Venta, Cdla. Las Orquídeas, norte de Guayaquil.",-2.0910000801086426,-79.91500091552734,476.1904761904762
140,105500,"Venta de casa en Cdla. Samanes 7, Norte de Guayaquil cerca de la Av. Francisco de Orellana y Parque Samanes",-2.11299991607666,-79.91100311279297,753.5714285714286
85,210000,Vende Departamento Bellini,-2.128999948501587,-79.94400024414062,2470.5882352941176
67,75000,Urdesa se vende dpto de 1 habitacion con piscina y jacuzzi social,-2.1619999408721924,-79.91200256347656,1119.402985074627
526,235000,"Venta de Casa en el Sur de Guayaquil, Av. 25 de Julio, cerca del Registro Civil",-2.181999921798706,-79.8740005493164,446.7680608365019
149,320000,"Venta de departamento en Edif. QUO, Norte de Guayaquil, Digna Salcedo",-2.1559998989105225,-79.88999938964844,2147.6510067114095
107,110500,"Venta de Casa en Urb. Plaza Madeira, Aurora, Daule, Diagonal al C.C Mix Center.",-2.053999900817871,-79.91699981689453,1032.7102803738317
100,120000,"Departamento en Venta en Ceibos Point, Av. del Bombero Guayaquil",-2.174999952316284,-79.94200134277344,1200.0
200,148000,Casa de Venta en Urbanización Villa Club Etapa Natura,-2.1110000610351562,-79.89399719238281,740.0
149,155000,VENTA DE DEPARTAMENTO NUEVO EN LAS RAMBLAS TERRANOSTRA VÍA A LA COSTA,-2.190000057220459,-80.00299835205078,1040.268456375839
124,160000,Venta de Departamento en Kennedy Norte Guayaquil,-2.177000045776367,-79.89600372314453,1290.3225806451612
120,65000,# casa rentera Guasmo sur 5 departamentos/ 0982712236 KATTY VELIZ,-2.2760000228881836,-79.87699890136719,541.6666666666666
140,128000,# NAPOLI VIA A SALITRE DANIELLE CON PISCINA  0982712236 KATTY VELIZ,-2.1710000038146973,-79.9219970703125,914.2857142857143
180,142000,Venta Casa Rentera en Sauces Vehicular,-2.1389999389648438,-79.88500213623047,788.8888888888889
140,150000,"Casa de venta en Urbanización Casa Club, Vía a la Costa",-2.180000066757202,-79.98699951171875,1071.4285714285713
286,140000,Venta de Casa en Barrio Del Centenario,-2.130000114440918,-79.88400268554688,489.5104895104895
315,195000,"Venta de Casa en Los Rios y Sucre , Centro de guayaquil",-2.196000099182129,-79.89199829101562,619.047619047619
72,54900,"Venta de Casa,Mucho Lote 1 Etapa 5, Norte de Guayaquil",-2.0820000171661377,-79.9209976196289,762.5
329,165000,Vendo Casa Rentera en Ciudadela Guayacanes,-2.118000030517578,-79.89299774169922,501.5197568389058
105,54000,"COD# 044 VENTA DE HERMOSA PROPIEDAD EN CUIDADELA LAS ORQUIDEAS, CERCA DE MUCHO LOTES, SAMANES Y VILLA ESPAÑA",-2.0869998931884766,-79.91300201416016,514.2857142857143
350,155000,Venta de Pen House en Gral Villamil Playas,-2.628000020980835,-80.38999938964844,442.85714285714283
91,62710,"Venta de Casas listas en Villa Bonita , Via a Daule km 16, cerca de la Cervecería Nacional.",-2.052999973297119,-79.98699951171875,689.1208791208791
400,350000,"Venta de Casa en Urdesa Central, calle Principal, junto a la Academia de Ingles C.E.N Norte de Guayaquil",-2.1689999103546143,-79.90699768066406,875.0
82,78000,"Vendo Casa Sauces 2, norte de guayaquil, frente a sauces 7",-2.13700008392334,-79.88899993896484,951.219512195122
260,130000,"Samanes 5, Venta de Casa, Norte de Guayaquil",-2.1549999713897705,-79.88999938964844,500.0
300,185000,Venta de Casa urbanización via al sol – vía a la costa,-2.190000057220459,-80.00800323486328,616.6666666666666
149,140000,Se Vende Departamento Santa Cecilia  130m² · 3 Habitaciones · 1 Estacionamiento,-2.1670000553131104,-79.94499969482422,939.5973154362416
102,135000,"Venta de Departamento de estreno en Norte de Guayaquil, Cerca del C.C Alban Borja, Maria Fernanda Campos",-2.1510000228881836,-79.94000244140625,1323.5294117647059
142,386241,"Departamento tipo Loft en Venta, Santa Ana Lofts, Puerto Santa Ana, Maria Fernanda Campos",-2.178999900817871,-79.8759994506836,2720.007042253521
120,105000,Casa en venta en Samanes 7 cerca del Parque de Samanes,-2.114000082015991,-79.89900207519531,875.0
92,128732,"Venta de Departamento en el Norte de Guayaquil, Cerca de Urdesa, Ma. Fernanda Campos",-2.1700000762939453,-79.91999816894531,1399.2608695652175
185,270000,"Casa en Venta en Urb. Portofino, Via a la Costa, Ma. Fernanda Campos",-2.186000108718872,-79.98400115966797,1459.4594594594594
102,65000,Vendo Casa Villas Rey Arturo,-2.0685558319091797,-79.91085052490234,637.2549019607843
90,40000,Venta Casa en Vergeles con Local,-2.134999990463257,-79.88500213623047,444.44444444444446
167,140000,Venta de Departamento Av. Malecón Simón bolívar– excelente vista -centro de Guayaquil,-2.194000005722046,-79.87999725341797,838.3233532934132
457,465000,"Casa de Venta en Urb. Terrasol, Samborondón cerca de Plaza Batan",-2.109999895095825,-79.90399932861328,1017.5054704595186
210,105000,FORMIDABLE CASA EN SAMANES,-2.11299991607666,-79.90899658203125,500.0
122,99000,"Venta de Casa al Contado en Urb. Veranda, Autopista Narcisa de Jesus , Norte de Guayaquil",-2.065999984741211,-79.90899658203125,811.4754098360655
72,35000,VENDO CASA EN URB. ECOCITY NUEVA A ESTRENAR UNA PLANTA,-2.0840001106262207,-79.96800231933594,486.1111111111111
225,230000,"Venta de casa en Isla Celeste, cerca del Colegio Aleman Humboldt, Samborondon",-2.0789999961853027,-79.83799743652344,1022.2222222222222
100,52000,"# ACACIAS VENDO CASA, KATTY VELIZ 0982712236",-2.194999933242798,-79.9000015258789,520.0
134,165000,"Departamento en Venta, Urbanizacion Riosol Towers.",-2.140000104904175,-79.88800048828125,1231.3432835820895
642,870000,"Casa en Venta, Al Pie del Lago, Urb Isla del Río, Isla Mocolí, Cerca a Plaza Navona",-2.0989999771118164,-79.86399841308594,1355.1401869158879
74,35000,# Beata Mercedes Molina/ NORTE,-2.1710000038146973,-79.9219970703125,472.97297297297297
300,228000,"Venta de Casa en Urb. Santa Maria Casa Grande, Aurora, cerca del C.C Riocentro El dorado, Vía a Samborondon",-2.0510001182556152,-79.89399719238281,760.0
200,236000,CIUDAD CELESTE LISTA PARA MUDARSE 0990475995,-2.1110000610351562,-79.89099884033203,1180.0
77,62000,Venta Departamento Norte de Guayaquil,-2.1389999389648438,-79.88500213623047,805.1948051948052
120,130000,"Venta de Suite, en el Edificio Elite Building, cerca del C.C Mall del Sol, Norte de Guayaquil",-2.1559998989105225,-79.88999938964844,1083.3333333333333
100,85000,"Venta de Casa en Urb. Metropolis 2, Autopista Terminal Terrestre, Norte de Guayaquil",-2.065000057220459,-79.91699981689453,850.0
130,115000,Villa Club 3 Dormitorios,-2.052999973297119,-79.88200378417969,884.6153846153846
290,300000,Venta Casa en Guayacanes Buenos Acabados,-2.134999990463257,-79.88500213623047,1034.4827586206898
165,115000,"Vendo Casa por Estrenar, Urb Villa Club",-2.188999891281128,-79.88899993896484,696.969696969697
290,250000,Ceibos Cumbres Vendo Amplio Departamento,-2.1710000038146973,-79.89800262451172,862.0689655172414
202,175000,VENDO CASA VIA A LA COSTA PORTAL AL SOL,-2.1760001182556152,-79.98500061035156,866.3366336633663
350,260000,Espectacular Casa en Venta en Ceibos Norte,-2.1519999504089355,-79.94300079345703,742.8571428571429
150,112000,Gran casa en Villa Club Etapa Floral a la venta,-2.234999895095825,-79.9020004272461,746.6666666666666
72,57000,"Venta de Casa, Mucho Lote 1 Etapa 5, Norte de Guayaquil",-2.0820000171661377,-79.9229965209961,791.6666666666666
140,85000,URDESA. VENTA DE  DEPARTAMENTO RE MODELADO TOTALMENTE. EXCELENTE UBICACION.,-2.1619999408721924,-79.91200256347656,607.1428571428571
82,85000,Venta de Apartamento en el centro de Guayaquil. Lorenzo de Garaycoa y Velez,-2.194000005722046,-79.88300323486328,1036.5853658536585
183,198000,"Ciudad Celeste - La Marina, Casa en Venta en Samborondón",-2.075000047683716,-79.83999633789062,1081.967213114754
1200,230000,"Finca en Alquiler o Venta,  Km 51 Vía a la Costa, Cerecita",-2.1700000762939453,-79.89099884033203,191.66666666666666
84,205000,Puerto Santa Ana Bellini 3-4  Linda Vista! Excelente ubicacion,-2.177000045776367,-79.87699890136719,2440.4761904761904
130,122000,"Venta de Casa de Oportunidad Casa Urb. Napoli, Modelo Danielle, con Jacuzzi",-2.069999933242798,-79.93599700927734,938.4615384615385
200,700,Alquilo Casa Amoblada de 3 Dor Urb Milan,-2.180401563644409,-79.83992004394531,3.5
82,78000,"Venta de propiedad en Sauces 3, Norte de Guayaquil.",-2.127000093460083,-79.88999938964844,951.219512195122
470,270000,CONDOMINIO RENTERO,-2.121999979019165,-79.90299987792969,574.468085106383
75,40000,SE VENDE DEPARTAMENTO PLANTA BAJA EN LA VALDIVIA,-2.24399995803833,-79.89299774169922,533.3333333333334
90,48000,"Vendo Departamento Calles chiriboga y Boyacá - Sector caja del seguro, centro de Guayaquil.",-2.197000026702881,-79.88600158691406,533.3333333333334
72,18000,Se Vende Casa a 18.000 en Pascuales,-2.103,-79.956,250.0
90,118000,Santa Cecilia se vende dpto moderno de estreno de 2 hab con garajes en primer piso,-2.1610000133514404,-79.94400024414062,1311.111111111111
160,87000,Casa en la Urb. Ciudad del Río,-2.066999912261963,-79.90899658203125,543.75
355,355000,Entre Rios Local Comercial 355 mts2,-2.1489999294281006,-79.89600372314453,1000.0
35,25000,Se Vende Suit en Centro Sur,-2.0861968994140625,-79.91410827636719,714.2857142857143
177,115000,"Venta de Casa, Samanes 1, Norte de Guayaquil",-2.1549999713897705,-79.88999938964844,649.7175141242938
1564,1100000,Vendo Casa en Olivos Esquinera,-2.167,-79.945,703.3248081841432
50,50000,Casa de Venta en Salinas,-2.0859999656677246,-79.91400146484375,1000.0
116,85000,Venta Hermoso Dpartamento Frente Malecon,-2.192,-79.879,732.7586206896551
1000,925000,Venta de preciosa casa de lujo frente al Rio Guayas Km 1 Samborondon  Guayaquil,-2.1549999713897705,-79.86599731445312,925.0
105,68000,Se Vende de Oportunidad en Villa Italia,-2.059,-79.926,647.6190476190476
116,56000,Venta Hermoso Dpto. Bloques Del Seguro,-2.208,-79.896,482.7586206896552
76,164000,DE OPORTUNIDAD! DEPARTAMENTO EN PUERTO SANTA ANA,-2.178999900817871,-79.87000274658203,2157.8947368421054
300,375000,"Venta de Departamento en Urb. Entre Rios, Via a Samborondon, Maria Fernanda Campos",-2.1489999294281006,-79.89600372314453,1250.0
176,135000,K Venta de Casa en la Garzota,-2.1410000324249268,-79.88600158691406,767.0454545454545
74,165000,Departamento Amoblado en Venta 2 dormitorios Edificio Bellini Puerto Santa Ana,-2.178999900817871,-79.8759994506836,2229.7297297297296
80,142000,Departamentos desde  142.000,-2.1809065341949463,-79.96721649169922,1775.0
117,76000,Venta Casa Villa del Rey (acepto BIESS),-2.178999900817871,-79.88600158691406,649.5726495726495
320,300000,Venta Casa Urb Villa Nueva Samborondon,9.440793991088867,-79.7514419555664,937.5
255,195000,"Venta Departamento en Los Olivos, Ceibos, Norte de Guayaquil, Valeria Mendoza",-2.1670000553131104,-79.94400024414062,764.7058823529412
149,64000,"Venta de Casa, Urb. Villa Bonita Etapa 2-Mi Lote, Norte de Guayaquil",-2.053999900817871,-79.98699951171875,429.5302013422819
90,68000,"Propiedad en venta, Cdla. La Alegría.",-2.1050000190734863,-79.93499755859375,755.5555555555555
307,220500,"VENTA DE CASA URB. GOLETA ALCANCE,  JUNTO AL RIOCENTRO NORTE",-2.121000051498413,-79.90799713134766,718.2410423452769
82,60000,Venta de Apartamento en Condomino Gama en Salinas.,-2.194000005722046,-79.88300323486328,731.7073170731708
88,155000,Departamentos Urb. Bosques de La Costa,-2.1809065341949463,-79.96721649169922,1761.3636363636363
110,208000,River Towers piso alto tres dormitorios,-2.115000009536743,-79.87300109863281,1890.909090909091
600,575000,"Venta: Linda Casa de 5 Hab. Urb. Portofino, Km. 11 Vía a La Costa",-2.194999933242798,-79.88899993896484,958.3333333333334
800,550000,Venta de casa Cdla. La puntilla - 1 planta- Samborondón,-2.1549999713897705,-79.86599731445312,687.5
650,360000,CASA EN VENTA SANTA CECILIA DE TRES PISOS CON PISCINA Y CANCHA  - LOS CEIBOS - VIA A LA COSTA - 360.000,-2.1619999408721924,-79.94400024414062,553.8461538461538
121,93000,K Venta Villa en Urbanizacion la Joya,-2.1410000324249268,-79.88600158691406,768.595041322314
91,62707,"Venta de Casas listas para la entrega en Villa Bonita , Via a Daule km 16, cerca de la Cervecería Nacional.",-2.05317759513855,-79.98625183105469,689.0879120879121
780,400000,"Venta de casa en Isla Mocolí, Samborondón, cerca de Mocolí Golf club y  CC Plaza Lagos,",-2.1070001125335693,-79.86399841308594,512.8205128205128
321,140000,"Venta, Departamento Av. 9 de Octubre",-2.198960781097412,-79.91617584228516,436.13707165109037
282,147000,OFICINA EN VENTA EN EL CENTRO DE LA CIUDAD - GUAYAQUIL - ZONA TRANSITADA - 147.000,-2.181999921798706,-79.89299774169922,521.2765957446809
146,148000,"De oportunidad Venta de  casas en La Armenia, cerca al colegio Gonzaga",-2.197999954223633,-79.88700103759766,1013.6986301369863
60,75000,Oficina O Suite en Portico de San Marino,-2.09541654586792,-79.94377899169922,1250.0
214,185000,Venta de Casa en Bali - 4 Dormitorios,-2.052,-79.902,864.4859813084112
167,150000,"Venta de Departamento planta baja  en Cumbres, Ceibos",-2.1559998989105225,-79.94499969482422,898.2035928143713
7,80000,Casa en Construccion,-2.229357957839966,-79.89845275878906,11428.57142857143
